event_date,site_id,rule_id,rule_name,records_evaluated,records_failed
2026-06-05,SITE-01,DQ-04,referential_integrity,14390,10
2026-06-05,SITE-02,DQ-01,required_field_completeness,6128,26
2026-06-05,SITE-02,DQ-02,identifier_conformance,9596,8
2026-06-05,SITE-02,DQ-03,terminology_mapping,14199,4
2026-06-05,SITE-02,DQ-04,referential_integrity,7822,20
2026-06-05,SITE-03,DQ-01,required_field_completeness,8365,20
2026-06-05,SITE-03,DQ-02,identifier_conformance,7505,8
2026-06-05,SITE-03,DQ-03,terminology_mapping,14960,43
2026-06-05,SITE-03,DQ-04,referential_integrity,6542,42
2026-06-05,SITE-04,DQ-01,required_field_completeness,9944,23
2026-06-05,SITE-04,DQ-02,identifier_conformance,7624,9
2026-06-05,SITE-04,DQ-03,terminology_mapping,12634,9
2026-06-05,SITE-04,DQ-04,referential_integrity,10301,45
2026-06-05,SITE-05,DQ-01,required_field_completeness,9432,39
2026-06-05,SITE-05,DQ-02,identifier_conformance,13419,45
2026-06-05,SITE-05,DQ-03,terminology_mapping,12952,38
2026-06-05,SITE-05,DQ-04,referential_integrity,8044,16
2026-06-05,SITE-06,DQ-01,required_field_completeness,11418,43
2026-06-05,SITE-06,DQ-02,identifier_conformance,7916,38
2026-06-05,SITE-06,DQ-03,terminology_mapping,5854,18
2026-06-05,SITE-06,DQ-04,referential_integrity,10114,33
2026-06-06,SITE-01,DQ-01,required_field_completeness,12741,7
2026-06-06,SITE-01,DQ-02,identifier_conformance,5656,43
2026-06-06,SITE-01,DQ-03,terminology_mapping,4518,29
2026-06-06,SITE-01,DQ-04,referential_integrity,13801,39
2026-06-06,SITE-02,DQ-01,required_field_completeness,8082,15
2026-06-06,SITE-02,DQ-02,identifier_conformance,8789,40
2026-06-06,SITE-02,DQ-03,terminology_mapping,9878,14
2026-06-06,SITE-02,DQ-04,referential_integrity,7889,30
2026-06-06,SITE-03,DQ-01,required_field_completeness,14442,3
2026-06-06,SITE-03,DQ-02,identifier_conformance,7801,13
2026-06-06,SITE-03,DQ-03,terminology_mapping,9490,34
2026-06-06,SITE-03,DQ-04,referential_integrity,14866,40
2026-06-06,SITE-04,DQ-01,required_field_completeness,6609,36
2026-06-06,SITE-04,DQ-02,identifier_conformance,7805,14
2026-06-06,SITE-04,DQ-03,terminology_mapping,9731,37
2026-06-06,SITE-04,DQ-04,referential_integrity,13457,23
2026-06-06,SITE-05,DQ-01,required_field_completeness,3517,9
2026-06-06,SITE-05,DQ-02,identifier_conformance,3516,2
2026-06-06,SITE-05,DQ-03,terminology_mapping,13776,23
2026-06-06,SITE-05,DQ-04,referential_integrity,14007,19
2026-06-06,SITE-06,DQ-01,required_field_completeness,11185,34
2026-06-06,SITE-06,DQ-02,identifier_conformance,13947,3
2026-06-06,SITE-06,DQ-03,terminology_mapping,4569,29
2026-06-06,SITE-06,DQ-04,referential_integrity,7308,32
2026-06-07,SITE-01,DQ-01,required_field_completeness,6414,31
2026-06-07,SITE-01,DQ-02,identifier_conformance,11268,45
2026-06-07,SITE-01,DQ-03,terminology_mapping,10396,19
2026-06-07,SITE-01,DQ-04,referential_integrity,8705,37
2026-06-07,SITE-02,DQ-01,required_field_completeness,10012,17
2026-06-07,SITE-02,DQ-02,identifier_conformance,8623,31
2026-06-07,SITE-02,DQ-03,terminology_mapping,12321,45
2026-06-07,SITE-02,DQ-04,referential_integrity,13637,11
2026-06-07,SITE-03,DQ-01,required_field_completeness,14238,14
2026-06-07,SITE-03,DQ-02,identifier_conformance,5559,41
2026-06-07,SITE-03,DQ-03,terminology_mapping,13313,12
2026-06-07,SITE-03,DQ-04,referential_integrity,14728,4
2026-06-07,SITE-04,DQ-01,required_field_completeness,10410,28
2026-06-07,SITE-04,DQ-02,identifier_conformance,6502,36
2026-06-07,SITE-04,DQ-03,terminology_mapping,6691,38
2026-06-07,SITE-04,DQ-04,referential_integrity,14531,45
2026-06-07,SITE-05,DQ-01,required_field_completeness,9377,43
2026-06-07,SITE-05,DQ-02,identifier_conformance,4454,25
2026-06-07,SITE-05,DQ-03,terminology_mapping,5111,4
2026-06-07,SITE-05,DQ-04,referential_integrity,5778,31
2026-06-07,SITE-06,DQ-01,required_field_completeness,14582,18
2026-06-07,SITE-06,DQ-02,identifier_conformance,14703,18
2026-06-07,SITE-06,DQ-03,terminology_mapping,12475,31
2026-06-07,SITE-06,DQ-04,referential_integrity,9597,9
2026-06-08,SITE-01,DQ-01,required_field_completeness,4439,43
2026-06-08,SITE-01,DQ-02,identifier_conformance,14118,3
2026-06-08,SITE-01,DQ-03,terminology_mapping,11299,16
2026-06-08,SITE-01,DQ-04,referential_integrity,5152,3
2026-06-08,SITE-02,DQ-01,required_field_completeness,13105,12
2026-06-08,SITE-02,DQ-02,identifier_conformance,4546,12
2026-06-08,SITE-02,DQ-03,terminology_mapping,12208,24
2026-06-08,SITE-02,DQ-04,referential_integrity,5598,7
2026-06-08,SITE-03,DQ-01,required_field_completeness,13386,24
2026-06-08,SITE-03,DQ-02,identifier_conformance,5471,25
2026-06-08,SITE-03,DQ-03,terminology_mapping,14497,43
2026-06-08,SITE-03,DQ-04,referential_integrity,9584,29
2026-06-08,SITE-04,DQ-01,required_field_completeness,12578,42
2026-06-08,SITE-04,DQ-02,identifier_conformance,13036,17
2026-06-08,SITE-04,DQ-03,terminology_mapping,4381,45
2026-06-08,SITE-04,DQ-04,referential_integrity,12340,22
2026-06-08,SITE-05,DQ-01,required_field_completeness,8202,30
2026-06-08,SITE-05,DQ-02,identifier_conformance,8186,42
2026-06-08,SITE-05,DQ-03,terminology_mapping,10449,31
2026-06-08,SITE-05,DQ-04,referential_integrity,6963,2
2026-06-08,SITE-06,DQ-01,required_field_completeness,10731,32
2026-06-08,SITE-06,DQ-02,identifier_conformance,7815,32
2026-06-08,SITE-06,DQ-03,terminology_mapping,13355,34
2026-06-08,SITE-06,DQ-04,referential_integrity,6069,34
2026-06-09,SITE-01,DQ-01,required_field_completeness,7861,5
2026-06-09,SITE-01,DQ-02,identifier_conformance,12330,10
2026-06-09,SITE-01,DQ-03,terminology_mapping,9388,40
2026-06-09,SITE-01,DQ-04,referential_integrity,9486,45
2026-06-09,SITE-02,DQ-01,required_field_completeness,5087,20
2026-06-09,SITE-02,DQ-02,identifier_conformance,4709,31
2026-06-09,SITE-02,DQ-03,terminology_mapping,13469,34
2026-06-09,SITE-02,DQ-04,referential_integrity,10381,19
2026-06-09,SITE-03,DQ-01,required_field_completeness,9963,45
2026-06-09,SITE-03,DQ-02,identifier_conformance,11429,27
2026-06-09,SITE-03,DQ-03,terminology_mapping,14677,32
2026-06-09,SITE-03,DQ-04,referential_integrity,9354,7
2026-06-09,SITE-04,DQ-01,required_field_completeness,5428,4
2026-06-09,SITE-04,DQ-02,identifier_conformance,14994,27
2026-06-09,SITE-04,DQ-03,terminology_mapping,12239,7
2026-06-09,SITE-04,DQ-04,referential_integrity,14606,11
2026-06-09,SITE-05,DQ-01,required_field_completeness,10775,11
2026-06-09,SITE-05,DQ-02,identifier_conformance,12820,29
2026-06-09,SITE-05,DQ-03,terminology_mapping,5107,40
2026-06-09,SITE-05,DQ-04,referential_integrity,7272,11
2026-06-09,SITE-06,DQ-01,required_field_completeness,10782,43
2026-06-09,SITE-06,DQ-02,identifier_conformance,8334,21
2026-06-09,SITE-06,DQ-03,terminology_mapping,9527,26
2026-06-09,SITE-06,DQ-04,referential_integrity,6993,2
2026-06-10,SITE-01,DQ-01,required_field_completeness,3553,12
2026-06-10,SITE-01,DQ-02,identifier_conformance,11412,11
2026-06-10,SITE-01,DQ-03,terminology_mapping,5667,12
2026-06-10,SITE-01,DQ-04,referential_integrity,5728,9
2026-06-10,SITE-02,DQ-01,required_field_completeness,4555,38
2026-06-10,SITE-02,DQ-02,identifier_conformance,14561,11
2026-06-10,SITE-02,DQ-03,terminology_mapping,7003,23
2026-06-10,SITE-02,DQ-04,referential_integrity,10805,13
2026-06-10,SITE-03,DQ-01,required_field_completeness,13413,5
2026-06-10,SITE-03,DQ-02,identifier_conformance,8108,5
2026-06-10,SITE-03,DQ-03,terminology_mapping,8991,11
2026-06-10,SITE-03,DQ-04,referential_integrity,10459,6
2026-06-10,SITE-04,DQ-01,required_field_completeness,5288,37
2026-06-10,SITE-04,DQ-02,identifier_conformance,4109,43
2026-06-10,SITE-04,DQ-03,terminology_mapping,8944,32
2026-06-10,SITE-04,DQ-04,referential_integrity,10080,15
2026-06-10,SITE-05,DQ-01,required_field_completeness,4240,40
2026-06-10,SITE-05,DQ-02,identifier_conformance,6424,32
2026-06-10,SITE-05,DQ-03,terminology_mapping,11606,21
2026-06-10,SITE-05,DQ-04,referential_integrity,8527,28
2026-06-10,SITE-06,DQ-01,required_field_completeness,6915,43
2026-06-10,SITE-06,DQ-02,identifier_conformance,4704,28
2026-06-10,SITE-06,DQ-03,terminology_mapping,6076,31
2026-06-10,SITE-06,DQ-04,referential_integrity,13626,13
2026-06-11,SITE-01,DQ-01,required_field_completeness,8748,5
2026-06-11,SITE-01,DQ-02,identifier_conformance,10327,4
2026-06-11,SITE-01,DQ-03,terminology_mapping,11758,17
2026-06-11,SITE-01,DQ-04,referential_integrity,5792,36
2026-06-11,SITE-02,DQ-01,required_field_completeness,11936,36
2026-06-11,SITE-02,DQ-02,identifier_conformance,8145,17
2026-06-11,SITE-02,DQ-03,terminology_mapping,6307,37
2026-06-11,SITE-02,DQ-04,referential_integrity,11970,22
2026-06-11,SITE-03,DQ-01,required_field_completeness,6259,40
2026-06-11,SITE-03,DQ-02,identifier_conformance,7801,17
2026-06-11,SITE-03,DQ-03,terminology_mapping,9016,45
2026-06-11,SITE-03,DQ-04,referential_integrity,10384,16
2026-06-11,SITE-04,DQ-01,required_field_completeness,11094,6
2026-06-11,SITE-04,DQ-02,identifier_conformance,5437,34
2026-06-11,SITE-04,DQ-03,terminology_mapping,5066,16
2026-06-11,SITE-04,DQ-04,referential_integrity,6278,17
2026-06-11,SITE-05,DQ-01,required_field_completeness,10399,33
2026-06-11,SITE-05,DQ-02,identifier_conformance,14059,33
2026-06-11,SITE-05,DQ-03,terminology_mapping,9472,14
2026-06-11,SITE-05,DQ-04,referential_integrity,9544,6
2026-06-11,SITE-06,DQ-01,required_field_completeness,6384,16
2026-06-11,SITE-06,DQ-02,identifier_conformance,13437,40
2026-06-11,SITE-06,DQ-03,terminology_mapping,7560,10
2026-06-11,SITE-06,DQ-04,referential_integrity,4972,34
2026-06-12,SITE-01,DQ-01,required_field_completeness,13296,35
2026-06-12,SITE-01,DQ-02,identifier_conformance,13547,40
2026-06-12,SITE-01,DQ-03,terminology_mapping,10582,28
2026-06-12,SITE-01,DQ-04,referential_integrity,7372,43
2026-06-12,SITE-02,DQ-01,required_field_completeness,9633,28
2026-06-12,SITE-02,DQ-02,identifier_conformance,9498,9
2026-06-12,SITE-02,DQ-03,terminology_mapping,14104,18
2026-06-12,SITE-02,DQ-04,referential_integrity,9275,31
2026-06-12,SITE-03,DQ-01,required_field_completeness,9266,37
2026-06-12,SITE-03,DQ-02,identifier_conformance,7896,45
2026-06-12,SITE-03,DQ-03,terminology_mapping,6021,20
2026-06-12,SITE-03,DQ-04,referential_integrity,9825,45
2026-06-12,SITE-04,DQ-01,required_field_completeness,14029,4
2026-06-12,SITE-04,DQ-02,identifier_conformance,7616,26
2026-06-12,SITE-04,DQ-03,terminology_mapping,8667,38
2026-06-12,SITE-04,DQ-04,referential_integrity,5148,13
2026-06-12,SITE-05,DQ-01,required_field_completeness,8459,39
2026-06-12,SITE-05,DQ-02,identifier_conformance,9698,42
2026-06-12,SITE-05,DQ-03,terminology_mapping,5417,11
2026-06-12,SITE-05,DQ-04,referential_integrity,13956,35
2026-06-12,SITE-06,DQ-01,required_field_completeness,13815,7
2026-06-12,SITE-06,DQ-02,identifier_conformance,12251,18
2026-06-12,SITE-06,DQ-03,terminology_mapping,11522,16
2026-06-12,SITE-06,DQ-04,referential_integrity,5046,6
2026-06-13,SITE-01,DQ-01,required_field_completeness,9280,32
2026-06-13,SITE-01,DQ-02,identifier_conformance,6803,20
2026-06-13,SITE-01,DQ-03,terminology_mapping,10455,19
2026-06-13,SITE-01,DQ-04,referential_integrity,8505,32
2026-06-13,SITE-02,DQ-01,required_field_completeness,3994,15
2026-06-13,SITE-02,DQ-02,identifier_conformance,13965,38
2026-06-13,SITE-02,DQ-03,terminology_mapping,8843,33
2026-06-13,SITE-02,DQ-04,referential_integrity,6637,2
2026-06-13,SITE-03,DQ-01,required_field_completeness,5464,28
2026-06-13,SITE-03,DQ-02,identifier_conformance,4768,7
2026-06-13,SITE-03,DQ-03,terminology_mapping,13380,37
2026-06-13,SITE-03,DQ-04,referential_integrity,3747,17
2026-06-13,SITE-04,DQ-01,required_field_completeness,10926,31
2026-06-13,SITE-04,DQ-02,identifier_conformance,13308,33
2026-06-13,SITE-04,DQ-03,terminology_mapping,8732,22
2026-06-13,SITE-04,DQ-04,referential_integrity,4070,35
2026-06-13,SITE-05,DQ-01,required_field_completeness,10397,30
2026-06-13,SITE-05,DQ-02,identifier_conformance,9293,18
2026-06-13,SITE-05,DQ-03,terminology_mapping,5683,25
2026-06-13,SITE-05,DQ-04,referential_integrity,13693,45
2026-06-13,SITE-06,DQ-01,required_field_completeness,12910,9
2026-06-13,SITE-06,DQ-02,identifier_conformance,5563,23
2026-06-13,SITE-06,DQ-03,terminology_mapping,13813,7
2026-06-13,SITE-06,DQ-04,referential_integrity,6387,37
2026-06-14,SITE-01,DQ-01,required_field_completeness,14251,8
2026-06-14,SITE-01,DQ-02,identifier_conformance,11755,7
2026-06-14,SITE-01,DQ-03,terminology_mapping,6428,28
2026-06-14,SITE-01,DQ-04,referential_integrity,13607,12
2026-06-14,SITE-02,DQ-01,required_field_completeness,8401,22
2026-06-14,SITE-02,DQ-02,identifier_conformance,12969,20
2026-06-14,SITE-02,DQ-03,terminology_mapping,8327,7
2026-06-14,SITE-02,DQ-04,referential_integrity,10931,43
2026-06-14,SITE-03,DQ-01,required_field_completeness,4086,32
2026-06-14,SITE-03,DQ-02,identifier_conformance,5675,22
2026-06-14,SITE-03,DQ-03,terminology_mapping,14466,9
2026-06-14,SITE-03,DQ-04,referential_integrity,6088,35
2026-06-14,SITE-04,DQ-01,required_field_completeness,12184,28
2026-06-14,SITE-04,DQ-02,identifier_conformance,11945,40
2026-06-14,SITE-04,DQ-03,terminology_mapping,12834,30
2026-06-14,SITE-04,DQ-04,referential_integrity,5013,11
2026-06-14,SITE-05,DQ-01,required_field_completeness,4272,12
2026-06-14,SITE-05,DQ-02,identifier_conformance,8571,9
2026-06-14,SITE-05,DQ-03,terminology_mapping,10692,10
2026-06-14,SITE-05,DQ-04,referential_integrity,11124,12
2026-06-14,SITE-06,DQ-01,required_field_completeness,12747,38
2026-06-14,SITE-06,DQ-02,identifier_conformance,8078,42
2026-06-14,SITE-06,DQ-03,terminology_mapping,13491,23
2026-06-14,SITE-06,DQ-04,referential_integrity,5196,23
2026-06-15,SITE-01,DQ-01,required_field_completeness,10360,2
2026-06-15,SITE-01,DQ-02,identifier_conformance,11566,37
2026-06-15,SITE-01,DQ-03,terminology_mapping,9696,7
2026-06-15,SITE-01,DQ-04,referential_integrity,6967,6
2026-06-15,SITE-02,DQ-01,required_field_completeness,9201,19
2026-06-15,SITE-02,DQ-02,identifier_conformance,14117,44
2026-06-15,SITE-02,DQ-03,terminology_mapping,13180,44
2026-06-15,SITE-02,DQ-04,referential_integrity,6479,28
2026-06-15,SITE-03,DQ-01,required_field_completeness,8880,35
2026-06-15,SITE-03,DQ-02,identifier_conformance,14219,15
2026-06-15,SITE-03,DQ-03,terminology_mapping,10512,31
2026-06-15,SITE-03,DQ-04,referential_integrity,4182,18
2026-06-15,SITE-04,DQ-01,required_field_completeness,4474,45
2026-06-15,SITE-04,DQ-02,identifier_conformance,11131,8
2026-06-15,SITE-04,DQ-03,terminology_mapping,12475,10
2026-06-15,SITE-04,DQ-04,referential_integrity,13271,14
2026-06-15,SITE-05,DQ-01,required_field_completeness,12789,36
2026-06-15,SITE-05,DQ-02,identifier_conformance,12335,39
2026-06-15,SITE-05,DQ-03,terminology_mapping,11523,2
2026-06-15,SITE-05,DQ-04,referential_integrity,7000,43
2026-06-15,SITE-06,DQ-01,required_field_completeness,9723,42
2026-06-15,SITE-06,DQ-02,identifier_conformance,6102,32
2026-06-15,SITE-06,DQ-03,terminology_mapping,14317,30
2026-06-15,SITE-06,DQ-04,referential_integrity,6418,33
2026-06-16,SITE-01,DQ-01,required_field_completeness,13096,15
2026-06-16,SITE-01,DQ-02,identifier_conformance,14081,9
2026-06-16,SITE-01,DQ-03,terminology_mapping,9488,12
2026-06-16,SITE-01,DQ-04,referential_integrity,10505,16
2026-06-16,SITE-02,DQ-01,required_field_completeness,4988,2
2026-06-16,SITE-02,DQ-02,identifier_conformance,11262,10
2026-06-16,SITE-02,DQ-03,terminology_mapping,9276,7
2026-06-16,SITE-02,DQ-04,referential_integrity,7451,20
2026-06-16,SITE-03,DQ-01,required_field_completeness,14122,36
2026-06-16,SITE-03,DQ-02,identifier_conformance,9200,29
2026-06-16,SITE-03,DQ-03,terminology_mapping,10985,3
2026-06-16,SITE-03,DQ-04,referential_integrity,11165,25
2026-06-16,SITE-04,DQ-01,required_field_completeness,10956,34
2026-06-16,SITE-04,DQ-02,identifier_conformance,14727,22
2026-06-16,SITE-04,DQ-03,terminology_mapping,12787,11
2026-06-16,SITE-04,DQ-04,referential_integrity,6024,4
2026-06-16,SITE-05,DQ-01,required_field_completeness,12114,26
2026-06-16,SITE-05,DQ-02,identifier_conformance,12717,24
2026-06-16,SITE-05,DQ-03,terminology_mapping,4032,37
2026-06-16,SITE-05,DQ-04,referential_integrity,4802,29
2026-06-16,SITE-06,DQ-01,required_field_completeness,14455,16
2026-06-16,SITE-06,DQ-02,identifier_conformance,9246,3
2026-06-16,SITE-06,DQ-03,terminology_mapping,4839,22
2026-06-16,SITE-06,DQ-04,referential_integrity,7167,25
2026-06-17,SITE-01,DQ-01,required_field_completeness,5369,21
2026-06-17,SITE-01,DQ-02,identifier_conformance,5745,5
2026-06-17,SITE-01,DQ-03,terminology_mapping,13172,45
2026-06-17,SITE-01,DQ-04,referential_integrity,13632,26
2026-06-17,SITE-02,DQ-01,required_field_completeness,9012,13
2026-06-17,SITE-02,DQ-02,identifier_conformance,6519,8
2026-06-17,SITE-02,DQ-03,terminology_mapping,9090,2
2026-06-17,SITE-02,DQ-04,referential_integrity,10775,16
2026-06-17,SITE-03,DQ-01,required_field_completeness,6552,7
2026-06-17,SITE-03,DQ-02,identifier_conformance,6774,14
2026-06-17,SITE-03,DQ-03,terminology_mapping,9699,22
2026-06-17,SITE-03,DQ-04,referential_integrity,11201,7
2026-06-17,SITE-04,DQ-01,required_field_completeness,8462,4
2026-06-17,SITE-04,DQ-02,identifier_conformance,10904,33
2026-06-17,SITE-04,DQ-03,terminology_mapping,9317,7
2026-06-17,SITE-04,DQ-04,referential_integrity,11228,8
2026-06-17,SITE-05,DQ-01,required_field_completeness,7788,6
2026-06-17,SITE-05,DQ-02,identifier_conformance,8381,40
2026-06-17,SITE-05,DQ-03,terminology_mapping,9123,35
2026-06-17,SITE-05,DQ-04,referential_integrity,5061,12
2026-06-17,SITE-06,DQ-01,required_field_completeness,8891,14
2026-06-17,SITE-06,DQ-02,identifier_conformance,7162,9
2026-06-17,SITE-06,DQ-03,terminology_mapping,11019,21
2026-06-17,SITE-06,DQ-04,referential_integrity,10743,6
2026-06-18,SITE-01,DQ-01,required_field_completeness,13121,45
2026-06-18,SITE-01,DQ-02,identifier_conformance,8726,15
2026-06-18,SITE-01,DQ-03,terminology_mapping,4933,28
2026-06-18,SITE-01,DQ-04,referential_integrity,11853,4
2026-06-18,SITE-02,DQ-01,required_field_completeness,4329,20
2026-06-18,SITE-02,DQ-02,identifier_conformance,8180,20
2026-06-18,SITE-02,DQ-03,terminology_mapping,10361,27
2026-06-18,SITE-02,DQ-04,referential_integrity,4762,40
2026-06-18,SITE-03,DQ-01,required_field_completeness,10309,6
2026-06-18,SITE-03,DQ-02,identifier_conformance,10247,17
2026-06-18,SITE-03,DQ-03,terminology_mapping,10114,40
2026-06-18,SITE-03,DQ-04,referential_integrity,9077,30
2026-06-18,SITE-04,DQ-01,required_field_completeness,7226,33
2026-06-18,SITE-04,DQ-02,identifier_conformance,4532,5
2026-06-18,SITE-04,DQ-03,terminology_mapping,8535,28
2026-06-18,SITE-04,DQ-04,referential_integrity,7930,36
2026-06-18,SITE-05,DQ-01,required_field_completeness,8283,27
2026-06-18,SITE-05,DQ-02,identifier_conformance,12757,36
2026-06-18,SITE-05,DQ-03,terminology_mapping,8266,25
2026-06-18,SITE-05,DQ-04,referential_integrity,3775,31
2026-06-18,SITE-06,DQ-01,required_field_completeness,14549,4
2026-06-18,SITE-06,DQ-02,identifier_conformance,9000,39
2026-06-18,SITE-06,DQ-03,terminology_mapping,11551,26
2026-06-18,SITE-06,DQ-04,referential_integrity,5019,19
2026-06-19,SITE-01,DQ-01,required_field_completeness,13700,5
2026-06-19,SITE-01,DQ-02,identifier_conformance,3623,20
2026-06-19,SITE-01,DQ-03,terminology_mapping,8382,12
2026-06-19,SITE-01,DQ-04,referential_integrity,5382,17
2026-06-19,SITE-02,DQ-01,required_field_completeness,3983,32
2026-06-19,SITE-02,DQ-02,identifier_conformance,13249,3
2026-06-19,SITE-02,DQ-03,terminology_mapping,3967,25
