event_date,site_id,rule_id,rule_name,records_evaluated,records_failed,rule_fail_pct
2026-06-03,SITE-03,DQ-04,referential_integrity,14055,38,0.27
2026-06-03,SITE-04,DQ-01,required_field_completeness,13767,17,0.123
2026-06-03,SITE-04,DQ-02,identifier_conformance,10847,14,0.129
2026-06-03,SITE-04,DQ-03,terminology_mapping,11437,4,0.035
2026-06-03,SITE-04,DQ-04,referential_integrity,4779,36,0.753
2026-06-03,SITE-05,DQ-01,required_field_completeness,4048,10,0.247
2026-06-03,SITE-05,DQ-02,identifier_conformance,6604,26,0.394
2026-06-03,SITE-05,DQ-03,terminology_mapping,11164,16,0.143
2026-06-03,SITE-05,DQ-04,referential_integrity,10640,41,0.385
2026-06-03,SITE-06,DQ-01,required_field_completeness,9655,12,0.124
2026-06-03,SITE-06,DQ-02,identifier_conformance,9463,5,0.053
2026-06-03,SITE-06,DQ-03,terminology_mapping,9246,6,0.065
2026-06-03,SITE-06,DQ-04,referential_integrity,5920,19,0.321
2026-06-04,SITE-01,DQ-01,required_field_completeness,6159,41,0.666
2026-06-04,SITE-01,DQ-02,identifier_conformance,4115,3,0.073
2026-06-04,SITE-01,DQ-03,terminology_mapping,7457,43,0.577
2026-06-04,SITE-01,DQ-04,referential_integrity,9741,11,0.113
2026-06-04,SITE-02,DQ-01,required_field_completeness,4917,4,0.081
2026-06-04,SITE-02,DQ-02,identifier_conformance,5772,23,0.398
2026-06-04,SITE-02,DQ-03,terminology_mapping,13356,4,0.03
2026-06-04,SITE-02,DQ-04,referential_integrity,13208,9,0.068
2026-06-04,SITE-03,DQ-01,required_field_completeness,7267,20,0.275
2026-06-04,SITE-03,DQ-02,identifier_conformance,6448,14,0.217
2026-06-04,SITE-03,DQ-03,terminology_mapping,10877,9,0.083
2026-06-04,SITE-03,DQ-04,referential_integrity,10659,14,0.131
2026-06-04,SITE-04,DQ-01,required_field_completeness,4706,42,0.892
2026-06-04,SITE-04,DQ-02,identifier_conformance,12058,12,0.1
2026-06-04,SITE-04,DQ-03,terminology_mapping,4657,12,0.258
2026-06-04,SITE-04,DQ-04,referential_integrity,12274,26,0.212
2026-06-04,SITE-05,DQ-01,required_field_completeness,10213,11,0.108
2026-06-04,SITE-05,DQ-02,identifier_conformance,9695,38,0.392
2026-06-04,SITE-05,DQ-03,terminology_mapping,11822,8,0.068
2026-06-04,SITE-05,DQ-04,referential_integrity,9857,2,0.02
2026-06-04,SITE-06,DQ-01,required_field_completeness,11270,21,0.186
2026-06-04,SITE-06,DQ-02,identifier_conformance,4151,41,0.988
2026-06-04,SITE-06,DQ-03,terminology_mapping,3960,14,0.354
2026-06-04,SITE-06,DQ-04,referential_integrity,9001,2,0.022
2026-06-05,SITE-01,DQ-01,required_field_completeness,10427,39,0.374
2026-06-05,SITE-01,DQ-02,identifier_conformance,9925,20,0.202
2026-06-05,SITE-01,DQ-03,terminology_mapping,12377,20,0.162
2026-06-05,SITE-01,DQ-04,referential_integrity,14390,10,0.069
2026-06-05,SITE-02,DQ-01,required_field_completeness,6128,26,0.424
2026-06-05,SITE-02,DQ-02,identifier_conformance,9596,8,0.083
2026-06-05,SITE-02,DQ-03,terminology_mapping,14199,4,0.028
2026-06-05,SITE-02,DQ-04,referential_integrity,7822,20,0.256
2026-06-05,SITE-03,DQ-01,required_field_completeness,8365,20,0.239
2026-06-05,SITE-03,DQ-02,identifier_conformance,7505,8,0.107
2026-06-05,SITE-03,DQ-03,terminology_mapping,14960,43,0.287
2026-06-05,SITE-03,DQ-04,referential_integrity,6542,42,0.642
2026-06-05,SITE-04,DQ-01,required_field_completeness,9944,23,0.231
2026-06-05,SITE-04,DQ-02,identifier_conformance,7624,9,0.118
2026-06-05,SITE-04,DQ-03,terminology_mapping,12634,9,0.071
2026-06-05,SITE-04,DQ-04,referential_integrity,10301,45,0.437
2026-06-05,SITE-05,DQ-01,required_field_completeness,9432,39,0.413
2026-06-05,SITE-05,DQ-02,identifier_conformance,13419,45,0.335
2026-06-05,SITE-05,DQ-03,terminology_mapping,12952,38,0.293
2026-06-05,SITE-05,DQ-04,referential_integrity,8044,16,0.199
2026-06-05,SITE-06,DQ-01,required_field_completeness,11418,43,0.377
2026-06-05,SITE-06,DQ-02,identifier_conformance,7916,38,0.48
2026-06-05,SITE-06,DQ-03,terminology_mapping,5854,18,0.307
2026-06-05,SITE-06,DQ-04,referential_integrity,10114,33,0.326
2026-06-06,SITE-01,DQ-01,required_field_completeness,12741,7,0.055
2026-06-06,SITE-01,DQ-02,identifier_conformance,5656,43,0.76
2026-06-06,SITE-01,DQ-03,terminology_mapping,4518,29,0.642
2026-06-06,SITE-01,DQ-04,referential_integrity,13801,39,0.283
2026-06-06,SITE-02,DQ-01,required_field_completeness,8082,15,0.186
2026-06-06,SITE-02,DQ-02,identifier_conformance,8789,40,0.455
2026-06-06,SITE-02,DQ-03,terminology_mapping,9878,14,0.142
2026-06-06,SITE-02,DQ-04,referential_integrity,7889,30,0.38
2026-06-06,SITE-03,DQ-01,required_field_completeness,14442,3,0.021
2026-06-06,SITE-03,DQ-02,identifier_conformance,7801,13,0.167
2026-06-06,SITE-03,DQ-03,terminology_mapping,9490,34,0.358
2026-06-06,SITE-03,DQ-04,referential_integrity,14866,40,0.269
2026-06-06,SITE-04,DQ-01,required_field_completeness,6609,36,0.545
2026-06-06,SITE-04,DQ-02,identifier_conformance,7805,14,0.179
2026-06-06,SITE-04,DQ-03,terminology_mapping,9731,37,0.38
2026-06-06,SITE-04,DQ-04,referential_integrity,13457,23,0.171
2026-06-06,SITE-05,DQ-01,required_field_completeness,3517,9,0.256
2026-06-06,SITE-05,DQ-02,identifier_conformance,3516,2,0.057
2026-06-06,SITE-05,DQ-03,terminology_mapping,13776,23,0.167
2026-06-06,SITE-05,DQ-04,referential_integrity,14007,19,0.136
2026-06-06,SITE-06,DQ-01,required_field_completeness,11185,34,0.304
2026-06-06,SITE-06,DQ-02,identifier_conformance,13947,3,0.022
2026-06-06,SITE-06,DQ-03,terminology_mapping,4569,29,0.635
2026-06-06,SITE-06,DQ-04,referential_integrity,7308,32,0.438
2026-06-07,SITE-01,DQ-01,required_field_completeness,6414,31,0.483
2026-06-07,SITE-01,DQ-02,identifier_conformance,11268,45,0.399
2026-06-07,SITE-01,DQ-03,terminology_mapping,10396,19,0.183
2026-06-07,SITE-01,DQ-04,referential_integrity,8705,37,0.425
2026-06-07,SITE-02,DQ-01,required_field_completeness,10012,17,0.17
2026-06-07,SITE-02,DQ-02,identifier_conformance,8623,31,0.36
2026-06-07,SITE-02,DQ-03,terminology_mapping,12321,45,0.365
2026-06-07,SITE-02,DQ-04,referential_integrity,13637,11,0.081
2026-06-07,SITE-03,DQ-01,required_field_completeness,14238,14,0.098
2026-06-07,SITE-03,DQ-02,identifier_conformance,5559,41,0.738
2026-06-07,SITE-03,DQ-03,terminology_mapping,13313,12,0.09
2026-06-07,SITE-03,DQ-04,referential_integrity,14728,4,0.027
2026-06-07,SITE-04,DQ-01,required_field_completeness,10410,28,0.269
2026-06-07,SITE-04,DQ-02,identifier_conformance,6502,36,0.554
2026-06-07,SITE-04,DQ-03,terminology_mapping,6691,38,0.568
2026-06-07,SITE-04,DQ-04,referential_integrity,14531,45,0.31
2026-06-07,SITE-05,DQ-01,required_field_completeness,9377,43,0.459
2026-06-07,SITE-05,DQ-02,identifier_conformance,4454,25,0.561
2026-06-07,SITE-05,DQ-03,terminology_mapping,5111,4,0.078
2026-06-07,SITE-05,DQ-04,referential_integrity,5778,31,0.537
2026-06-07,SITE-06,DQ-01,required_field_completeness,14582,18,0.123
2026-06-07,SITE-06,DQ-02,identifier_conformance,14703,18,0.122
2026-06-07,SITE-06,DQ-03,terminology_mapping,12475,31,0.248
2026-06-07,SITE-06,DQ-04,referential_integrity,9597,9,0.094
2026-06-08,SITE-01,DQ-01,required_field_completeness,4439,43,0.969
2026-06-08,SITE-01,DQ-02,identifier_conformance,14118,3,0.021
2026-06-08,SITE-01,DQ-03,terminology_mapping,11299,16,0.142
2026-06-08,SITE-01,DQ-04,referential_integrity,5152,3,0.058
2026-06-08,SITE-02,DQ-01,required_field_completeness,13105,12,0.092
2026-06-08,SITE-02,DQ-02,identifier_conformance,4546,12,0.264
2026-06-08,SITE-02,DQ-03,terminology_mapping,12208,24,0.197
2026-06-08,SITE-02,DQ-04,referential_integrity,5598,7,0.125
2026-06-08,SITE-03,DQ-01,required_field_completeness,13386,24,0.179
2026-06-08,SITE-03,DQ-02,identifier_conformance,5471,25,0.457
2026-06-08,SITE-03,DQ-03,terminology_mapping,14497,43,0.297
2026-06-08,SITE-03,DQ-04,referential_integrity,9584,29,0.303
2026-06-08,SITE-04,DQ-01,required_field_completeness,12578,42,0.334
2026-06-08,SITE-04,DQ-02,identifier_conformance,13036,17,0.13
2026-06-08,SITE-04,DQ-03,terminology_mapping,4381,45,1.027
2026-06-08,SITE-04,DQ-04,referential_integrity,12340,22,0.178
2026-06-08,SITE-05,DQ-01,required_field_completeness,8202,30,0.366
2026-06-08,SITE-05,DQ-02,identifier_conformance,8186,42,0.513
2026-06-08,SITE-05,DQ-03,terminology_mapping,10449,31,0.297
2026-06-08,SITE-05,DQ-04,referential_integrity,6963,2,0.029
2026-06-08,SITE-06,DQ-01,required_field_completeness,10731,32,0.298
2026-06-08,SITE-06,DQ-02,identifier_conformance,7815,32,0.409
2026-06-08,SITE-06,DQ-03,terminology_mapping,13355,34,0.255
2026-06-08,SITE-06,DQ-04,referential_integrity,6069,34,0.56
2026-06-09,SITE-01,DQ-01,required_field_completeness,7861,5,0.064
2026-06-09,SITE-01,DQ-02,identifier_conformance,12330,10,0.081
2026-06-09,SITE-01,DQ-03,terminology_mapping,9388,40,0.426
2026-06-09,SITE-01,DQ-04,referential_integrity,9486,45,0.474
2026-06-09,SITE-02,DQ-01,required_field_completeness,5087,20,0.393
2026-06-09,SITE-02,DQ-02,identifier_conformance,4709,31,0.658
2026-06-09,SITE-02,DQ-03,terminology_mapping,13469,34,0.252
2026-06-09,SITE-02,DQ-04,referential_integrity,10381,19,0.183
2026-06-09,SITE-03,DQ-01,required_field_completeness,9963,45,0.452
2026-06-09,SITE-03,DQ-02,identifier_conformance,11429,27,0.236
2026-06-09,SITE-03,DQ-03,terminology_mapping,14677,32,0.218
2026-06-09,SITE-03,DQ-04,referential_integrity,9354,7,0.075
2026-06-09,SITE-04,DQ-01,required_field_completeness,5428,4,0.074
2026-06-09,SITE-04,DQ-02,identifier_conformance,14994,27,0.18
2026-06-09,SITE-04,DQ-03,terminology_mapping,12239,7,0.057
2026-06-09,SITE-04,DQ-04,referential_integrity,14606,11,0.075
2026-06-09,SITE-05,DQ-01,required_field_completeness,10775,11,0.102
2026-06-09,SITE-05,DQ-02,identifier_conformance,12820,29,0.226
2026-06-09,SITE-05,DQ-03,terminology_mapping,5107,40,0.783
2026-06-09,SITE-05,DQ-04,referential_integrity,7272,11,0.151
2026-06-09,SITE-06,DQ-01,required_field_completeness,10782,43,0.399
2026-06-09,SITE-06,DQ-02,identifier_conformance,8334,21,0.252
2026-06-09,SITE-06,DQ-03,terminology_mapping,9527,26,0.273
2026-06-09,SITE-06,DQ-04,referential_integrity,6993,2,0.029
2026-06-10,SITE-01,DQ-01,required_field_completeness,3553,12,0.338
2026-06-10,SITE-01,DQ-02,identifier_conformance,11412,11,0.096
2026-06-10,SITE-01,DQ-03,terminology_mapping,5667,12,0.212
2026-06-10,SITE-01,DQ-04,referential_integrity,5728,9,0.157
2026-06-10,SITE-02,DQ-01,required_field_completeness,4555,38,0.834
2026-06-10,SITE-02,DQ-02,identifier_conformance,14561,11,0.076
2026-06-10,SITE-02,DQ-03,terminology_mapping,7003,23,0.328
2026-06-10,SITE-02,DQ-04,referential_integrity,10805,13,0.12
2026-06-10,SITE-03,DQ-01,required_field_completeness,13413,5,0.037
2026-06-10,SITE-03,DQ-02,identifier_conformance,8108,5,0.062
2026-06-10,SITE-03,DQ-03,terminology_mapping,8991,11,0.122
2026-06-10,SITE-03,DQ-04,referential_integrity,10459,6,0.057
2026-06-10,SITE-04,DQ-01,required_field_completeness,5288,37,0.7
2026-06-10,SITE-04,DQ-02,identifier_conformance,4109,43,1.046
2026-06-10,SITE-04,DQ-03,terminology_mapping,8944,32,0.358
2026-06-10,SITE-04,DQ-04,referential_integrity,10080,15,0.149
2026-06-10,SITE-05,DQ-01,required_field_completeness,4240,40,0.943
2026-06-10,SITE-05,DQ-02,identifier_conformance,6424,32,0.498
2026-06-10,SITE-05,DQ-03,terminology_mapping,11606,21,0.181
2026-06-10,SITE-05,DQ-04,referential_integrity,8527,28,0.328
2026-06-10,SITE-06,DQ-01,required_field_completeness,6915,43,0.622
2026-06-10,SITE-06,DQ-02,identifier_conformance,4704,28,0.595
2026-06-10,SITE-06,DQ-03,terminology_mapping,6076,31,0.51
2026-06-10,SITE-06,DQ-04,referential_integrity,13626,13,0.095
2026-06-11,SITE-01,DQ-01,required_field_completeness,8748,5,0.057
2026-06-11,SITE-01,DQ-02,identifier_conformance,10327,4,0.039
2026-06-11,SITE-01,DQ-03,terminology_mapping,11758,17,0.145
2026-06-11,SITE-01,DQ-04,referential_integrity,5792,36,0.622
2026-06-11,SITE-02,DQ-01,required_field_completeness,11936,36,0.302
2026-06-11,SITE-02,DQ-02,identifier_conformance,8145,17,0.209
2026-06-11,SITE-02,DQ-03,terminology_mapping,6307,37,0.587
2026-06-11,SITE-02,DQ-04,referential_integrity,11970,22,0.184
2026-06-11,SITE-03,DQ-01,required_field_completeness,6259,40,0.639
2026-06-11,SITE-03,DQ-02,identifier_conformance,7801,17,0.218
2026-06-11,SITE-03,DQ-03,terminology_mapping,9016,45,0.499
2026-06-11,SITE-03,DQ-04,referential_integrity,10384,16,0.154
2026-06-11,SITE-04,DQ-01,required_field_completeness,11094,6,0.054
2026-06-11,SITE-04,DQ-02,identifier_conformance,5437,34,0.625
2026-06-11,SITE-04,DQ-03,terminology_mapping,5066,16,0.316
2026-06-11,SITE-04,DQ-04,referential_integrity,6278,17,0.271
2026-06-11,SITE-05,DQ-01,required_field_completeness,10399,33,0.317
2026-06-11,SITE-05,DQ-02,identifier_conformance,14059,33,0.235
2026-06-11,SITE-05,DQ-03,terminology_mapping,9472,14,0.148
2026-06-11,SITE-05,DQ-04,referential_integrity,9544,6,0.063
2026-06-11,SITE-06,DQ-01,required_field_completeness,6384,16,0.251
2026-06-11,SITE-06,DQ-02,identifier_conformance,13437,40,0.298
2026-06-11,SITE-06,DQ-03,terminology_mapping,7560,10,0.132
2026-06-11,SITE-06,DQ-04,referential_integrity,4972,34,0.684
2026-06-12,SITE-01,DQ-01,required_field_completeness,13296,35,0.263
2026-06-12,SITE-01,DQ-02,identifier_conformance,13547,40,0.295
2026-06-12,SITE-01,DQ-03,terminology_mapping,10582,28,0.265
2026-06-12,SITE-01,DQ-04,referential_integrity,7372,43,0.583
2026-06-12,SITE-02,DQ-01,required_field_completeness,9633,28,0.291
2026-06-12,SITE-02,DQ-02,identifier_conformance,9498,9,0.095
2026-06-12,SITE-02,DQ-03,terminology_mapping,14104,18,0.128
2026-06-12,SITE-02,DQ-04,referential_integrity,9275,31,0.334
2026-06-12,SITE-03,DQ-01,required_field_completeness,9266,37,0.399
2026-06-12,SITE-03,DQ-02,identifier_conformance,7896,45,0.57
2026-06-12,SITE-03,DQ-03,terminology_mapping,6021,20,0.332
2026-06-12,SITE-03,DQ-04,referential_integrity,9825,45,0.458
2026-06-12,SITE-04,DQ-01,required_field_completeness,14029,4,0.029
2026-06-12,SITE-04,DQ-02,identifier_conformance,7616,26,0.341
2026-06-12,SITE-04,DQ-03,terminology_mapping,8667,38,0.438
2026-06-12,SITE-04,DQ-04,referential_integrity,5148,13,0.253
2026-06-12,SITE-05,DQ-01,required_field_completeness,8459,39,0.461
2026-06-12,SITE-05,DQ-02,identifier_conformance,9698,42,0.433
2026-06-12,SITE-05,DQ-03,terminology_mapping,5417,11,0.203
2026-06-12,SITE-05,DQ-04,referential_integrity,13956,35,0.251
2026-06-12,SITE-06,DQ-01,required_field_completeness,13815,7,0.051
2026-06-12,SITE-06,DQ-02,identifier_conformance,12251,18,0.147
2026-06-12,SITE-06,DQ-03,terminology_mapping,11522,16,0.139
2026-06-12,SITE-06,DQ-04,referential_integrity,5046,6,0.119
2026-06-13,SITE-01,DQ-01,required_field_completeness,9280,32,0.345
2026-06-13,SITE-01,DQ-02,identifier_conformance,6803,20,0.294
2026-06-13,SITE-01,DQ-03,terminology_mapping,10455,19,0.182
2026-06-13,SITE-01,DQ-04,referential_integrity,8505,32,0.376
2026-06-13,SITE-02,DQ-01,required_field_completeness,3994,15,0.376
2026-06-13,SITE-02,DQ-02,identifier_conformance,13965,38,0.272
2026-06-13,SITE-02,DQ-03,terminology_mapping,8843,33,0.373
2026-06-13,SITE-02,DQ-04,referential_integrity,6637,2,0.03
2026-06-13,SITE-03,DQ-01,required_field_completeness,5464,28,0.512
2026-06-13,SITE-03,DQ-02,identifier_conformance,4768,7,0.147
2026-06-13,SITE-03,DQ-03,terminology_mapping,13380,37,0.277
2026-06-13,SITE-03,DQ-04,referential_integrity,3747,17,0.454
2026-06-13,SITE-04,DQ-01,required_field_completeness,10926,31,0.284
2026-06-13,SITE-04,DQ-02,identifier_conformance,13308,33,0.248
2026-06-13,SITE-04,DQ-03,terminology_mapping,8732,22,0.252
2026-06-13,SITE-04,DQ-04,referential_integrity,4070,35,0.86
2026-06-13,SITE-05,DQ-01,required_field_completeness,10397,30,0.289
2026-06-13,SITE-05,DQ-02,identifier_conformance,9293,18,0.194
2026-06-13,SITE-05,DQ-03,terminology_mapping,5683,25,0.44
2026-06-13,SITE-05,DQ-04,referential_integrity,13693,45,0.329
2026-06-13,SITE-06,DQ-01,required_field_completeness,12910,9,0.07
2026-06-13,SITE-06,DQ-02,identifier_conformance,5563,23,0.413
2026-06-13,SITE-06,DQ-03,terminology_mapping,13813,7,0.051
2026-06-13,SITE-06,DQ-04,referential_integrity,6387,37,0.579
2026-06-14,SITE-01,DQ-01,required_field_completeness,14251,8,0.056
2026-06-14,SITE-01,DQ-02,identifier_conformance,11755,7,0.06
2026-06-14,SITE-01,DQ-03,terminology_mapping,6428,28,0.436
2026-06-14,SITE-01,DQ-04,referential_integrity,13607,12,0.088
2026-06-14,SITE-02,DQ-01,required_field_completeness,8401,22,0.262
2026-06-14,SITE-02,DQ-02,identifier_conformance,12969,20,0.154
2026-06-14,SITE-02,DQ-03,terminology_mapping,8327,7,0.084
2026-06-14,SITE-02,DQ-04,referential_integrity,10931,43,0.393
2026-06-14,SITE-03,DQ-01,required_field_completeness,4086,32,0.783
2026-06-14,SITE-03,DQ-02,identifier_conformance,5675,22,0.388
2026-06-14,SITE-03,DQ-03,terminology_mapping,14466,9,0.062
2026-06-14,SITE-03,DQ-04,referential_integrity,6088,35,0.575
2026-06-14,SITE-04,DQ-01,required_field_completeness,12184,28,0.23
2026-06-14,SITE-04,DQ-02,identifier_conformance,11945,40,0.335
2026-06-14,SITE-04,DQ-03,terminology_mapping,12834,30,0.234
2026-06-14,SITE-04,DQ-04,referential_integrity,5013,11,0.219
2026-06-14,SITE-05,DQ-01,required_field_completeness,4272,12,0.281
2026-06-14,SITE-05,DQ-02,identifier_conformance,8571,9,0.105
2026-06-14,SITE-05,DQ-03,terminology_mapping,10692,10,0.094
2026-06-14,SITE-05,DQ-04,referential_integrity,11124,12,0.108
2026-06-14,SITE-06,DQ-01,required_field_completeness,12747,38,0.298
2026-06-14,SITE-06,DQ-02,identifier_conformance,8078,42,0.52
2026-06-14,SITE-06,DQ-03,terminology_mapping,13491,23,0.17
2026-06-14,SITE-06,DQ-04,referential_integrity,5196,23,0.443
2026-06-15,SITE-01,DQ-01,required_field_completeness,10360,2,0.019
2026-06-15,SITE-01,DQ-02,identifier_conformance,11566,37,0.32
2026-06-15,SITE-01,DQ-03,terminology_mapping,9696,7,0.072
2026-06-15,SITE-01,DQ-04,referential_integrity,6967,6,0.086
2026-06-15,SITE-02,DQ-01,required_field_completeness,9201,19,0.206
2026-06-15,SITE-02,DQ-02,identifier_conformance,14117,44,0.312
2026-06-15,SITE-02,DQ-03,terminology_mapping,13180,44,0.334
2026-06-15,SITE-02,DQ-04,referential_integrity,6479,28,0.432
2026-06-15,SITE-03,DQ-01,required_field_completeness,8880,35,0.394
2026-06-15,SITE-03,DQ-02,identifier_conformance,14219,15,0.105
2026-06-15,SITE-03,DQ-03,terminology_mapping,10512,31,0.295
2026-06-15,SITE-03,DQ-04,referential_integrity,4182,18,0.43
2026-06-15,SITE-04,DQ-01,required_field_completeness,4474,45,1.006
2026-06-15,SITE-04,DQ-02,identifier_conformance,11131,8,0.072
2026-06-15,SITE-04,DQ-03,terminology_mapping,12475,10,0.08
2026-06-15,SITE-04,DQ-04,referential_integrity,13271,14,0.105
2026-06-15,SITE-05,DQ-01,required_field_completeness,12789,36,0.281
2026-06-15,SITE-05,DQ-02,identifier_conformance,12335,39,0.316
2026-06-15,SITE-05,DQ-03,terminology_mapping,11523,2,0.017
2026-06-15,SITE-05,DQ-04,referential_integrity,7000,43,0.614
2026-06-15,SITE-06,DQ-01,required_field_completeness,9723,42,0.432
2026-06-15,SITE-06,DQ-02,identifier_conformance,6102,32,0.524
2026-06-15,SITE-06,DQ-03,terminology_mapping,14317,30,0.21
2026-06-15,SITE-06,DQ-04,referential_integrity,6418,33,0.514
2026-06-16,SITE-01,DQ-01,required_field_completeness,13096,15,0.115
2026-06-16,SITE-01,DQ-02,identifier_conformance,14081,9,0.064
2026-06-16,SITE-01,DQ-03,terminology_mapping,9488,12,0.126
2026-06-16,SITE-01,DQ-04,referential_integrity,10505,16,0.152
2026-06-16,SITE-02,DQ-01,required_field_completeness,4988,2,0.04
2026-06-16,SITE-02,DQ-02,identifier_conformance,11262,10,0.089
2026-06-16,SITE-02,DQ-03,terminology_mapping,9276,7,0.075
2026-06-16,SITE-02,DQ-04,referential_integrity,7451,20,0.268
2026-06-16,SITE-03,DQ-01,required_field_completeness,14122,36,0.255
2026-06-16,SITE-03,DQ-02,identifier_conformance,9200,29,0.315
2026-06-16,SITE-03,DQ-03,terminology_mapping,10985,3,0.027
2026-06-16,SITE-03,DQ-04,referential_integrity,11165,25,0.224
2026-06-16,SITE-04,DQ-01,required_field_completeness,10956,34,0.31
2026-06-16,SITE-04,DQ-02,identifier_conformance,14727,22,0.149
2026-06-16,SITE-04,DQ-03,terminology_mapping,12787,11,0.086
2026-06-16,SITE-04,DQ-04,referential_integrity,6024,4,0.066
2026-06-16,SITE-05,DQ-01,required_field_completeness,12114,26,0.215
2026-06-16,SITE-05,DQ-02,identifier_conformance,12717,24,0.189
2026-06-16,SITE-05,DQ-03,terminology_mapping,4032,37,0.918
2026-06-16,SITE-05,DQ-04,referential_integrity,4802,29,0.604
2026-06-16,SITE-06,DQ-01,required_field_completeness,14455,16,0.111
2026-06-16,SITE-06,DQ-02,identifier_conformance,9246,3,0.032
2026-06-16,SITE-06,DQ-03,terminology_mapping,4839,22,0.455
2026-06-16,SITE-06,DQ-04,referential_integrity,7167,25,0.349
2026-06-17,SITE-01,DQ-01,required_field_completeness,5369,21,0.391
2026-06-17,SITE-01,DQ-02,identifier_conformance,5745,5,0.087
2026-06-17,SITE-01,DQ-03,terminology_mapping,13172,45,0.342
2026-06-17,SITE-01,DQ-04,referential_integrity,13632,26,0.191
2026-06-17,SITE-02,DQ-01,required_field_completeness,9012,13,0.144
