event_date,site_id,workflow,records_received,records_delivered,records_valid,p95_latency_seconds,bytes_per_record,delivery_rate_pct,valid_rate_pct,batches_total,batches_failed,batches_retried,max_retry_count,max_batch_duration_s,dq_worst_rule_fail_pct,dq_rules_breaching,dq_worst_rule_id,dq_breaching_rule_ids,baseline_delivery_pct,baseline_valid_pct,baseline_p95_s,flag_delivery,flag_valid,flag_latency,flag_retry,any_flag
2026-06-06,SITE-04,EHR_TO_EDC,9202,9120,8995,339,1014,99.11,98.63,3,0,0,0,254,0.545,0,DQ-01,,98.88,98.31,378.0,False,False,False,False,False
2026-06-06,SITE-05,EHR_TO_EDC,5124,5055,4957,381,1007,98.65,98.06,3,0,0,0,177,0.256,0,DQ-01,,98.92,98.28,395.5,False,False,False,False,False
2026-06-06,SITE-06,EHR_TO_EDC,4019,3984,3903,460,1026,99.13,97.97,3,0,0,0,272,0.635,0,DQ-03,,98.86,98.24,446.0,False,False,False,False,False
2026-06-07,SITE-01,EHR_TO_EDC,18485,18241,18001,298,1017,98.68,98.68,3,0,0,0,213,0.483,0,DQ-01,,98.91,98.34,265.5,False,False,False,False,False
2026-06-07,SITE-02,EHR_TO_EDC,15837,15654,15440,269,949,98.84,98.63,3,0,0,0,257,0.365,0,DQ-03,,98.84,98.26,307.5,False,False,False,False,False
2026-06-07,SITE-03,EHR_TO_EDC,11120,10972,10795,337,1068,98.67,98.39,3,0,0,0,173,0.738,0,DQ-02,,98.93,98.32,349.0,False,False,False,False,False
2026-06-07,SITE-04,EHR_TO_EDC,9853,9748,9614,399,1051,98.93,98.63,3,0,0,0,262,0.568,0,DQ-03,,98.88,98.31,378.0,False,False,False,False,False
2026-06-07,SITE-05,EHR_TO_EDC,5214,5162,5075,376,948,99.0,98.31,3,0,0,0,201,0.561,0,DQ-02,,98.92,98.28,395.5,False,False,False,False,False
2026-06-07,SITE-06,EHR_TO_EDC,4351,4295,4230,462,1014,98.71,98.49,3,0,0,0,147,0.248,0,DQ-03,,98.86,98.24,446.0,False,False,False,False,False
2026-06-08,SITE-01,EHR_TO_EDC,14972,14839,14584,250,1007,99.11,98.28,3,0,0,0,205,0.969,0,DQ-01,,98.91,98.34,265.5,False,False,False,False,False
2026-06-08,SITE-02,EHR_TO_EDC,13012,12835,12576,323,1023,98.64,97.98,3,0,0,0,257,0.264,0,DQ-02,,98.84,98.26,307.5,False,False,False,False,False
2026-06-08,SITE-03,EHR_TO_EDC,9559,9468,9284,350,971,99.05,98.06,3,0,0,0,125,0.457,0,DQ-02,,98.93,98.32,349.0,False,False,False,False,False
2026-06-08,SITE-04,EHR_TO_EDC,7244,7169,7022,404,954,98.96,97.95,3,0,0,0,240,1.027,1,DQ-03,DQ-03,98.88,98.31,378.0,False,False,False,False,False
2026-06-08,SITE-05,EHR_TO_EDC,4186,4140,4062,370,963,98.9,98.12,3,0,0,0,261,0.513,0,DQ-02,,98.92,98.28,395.5,False,False,False,False,False
2026-06-08,SITE-06,EHR_TO_EDC,2805,2774,2717,435,1025,98.89,97.95,3,0,0,0,202,0.56,0,DQ-04,,98.86,98.24,446.0,False,False,False,False,False
2026-06-09,SITE-01,EHR_TO_EDC,15814,15628,15340,288,1079,98.82,98.16,3,0,0,0,141,0.474,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-09,SITE-02,EHR_TO_EDC,13183,13052,12853,264,930,99.01,98.48,3,0,0,0,152,0.658,0,DQ-02,,98.84,98.26,307.5,False,False,False,False,False
2026-06-09,SITE-03,EHR_TO_EDC,9972,9849,9693,368,1064,98.77,98.42,3,0,0,0,161,0.452,0,DQ-01,,98.93,98.32,349.0,False,False,False,False,False
2026-06-09,SITE-04,EHR_TO_EDC,7162,7077,6959,381,988,98.81,98.33,3,0,0,0,253,0.18,0,DQ-02,,98.88,98.31,378.0,False,False,False,False,False
2026-06-09,SITE-05,EHR_TO_EDC,4584,4525,4430,371,1034,98.71,97.9,3,0,0,0,202,0.783,0,DQ-03,,98.92,98.28,395.5,False,False,False,False,False
2026-06-09,SITE-06,EHR_TO_EDC,2922,2887,2827,447,970,98.8,97.92,3,0,0,0,234,0.399,0,DQ-01,,98.86,98.24,446.0,False,False,False,False,False
2026-06-10,SITE-01,EHR_TO_EDC,16029,15821,15592,257,1040,98.7,98.55,3,0,0,0,161,0.338,0,DQ-01,,98.91,98.34,265.5,False,False,False,False,False
2026-06-10,SITE-02,EHR_TO_EDC,13934,13762,13558,282,1008,98.77,98.52,3,0,0,0,114,0.834,0,DQ-01,,98.84,98.26,307.5,False,False,False,False,False
2026-06-10,SITE-03,EHR_TO_EDC,10101,9977,9807,361,960,98.77,98.3,3,0,0,0,240,0.122,0,DQ-03,,98.93,98.32,349.0,False,False,False,False,False
2026-06-10,SITE-04,EHR_TO_EDC,8384,8274,8160,358,1019,98.69,98.62,3,0,0,0,170,1.046,1,DQ-02,DQ-02,98.88,98.31,378.0,False,False,False,False,False
2026-06-10,SITE-05,EHR_TO_EDC,4674,4623,4539,390,921,98.91,98.18,3,0,0,0,229,0.943,0,DQ-01,,98.92,98.28,395.5,False,False,False,False,False
2026-06-10,SITE-06,EHR_TO_EDC,3647,3605,3535,464,1007,98.85,98.06,3,0,0,0,146,0.622,0,DQ-01,,98.86,98.24,446.0,False,False,False,False,False
2026-06-11,SITE-01,EHR_TO_EDC,17359,17186,16948,251,951,99.0,98.62,3,0,0,0,161,0.622,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-11,SITE-02,EHR_TO_EDC,13775,13644,13359,309,1057,99.05,97.91,3,0,0,0,101,0.587,0,DQ-03,,98.84,98.26,307.5,False,False,False,False,False
2026-06-11,SITE-03,EHR_TO_EDC,9966,9870,9714,297,929,99.04,98.42,3,0,0,0,119,0.639,0,DQ-01,,98.93,98.32,349.0,False,False,False,False,False
2026-06-11,SITE-04,EHR_TO_EDC,8764,8675,8508,383,927,98.98,98.07,3,0,0,0,171,0.625,0,DQ-02,,98.88,98.31,378.0,False,False,False,False,False
2026-06-11,SITE-05,EHR_TO_EDC,4951,4887,4806,373,964,98.71,98.34,3,0,0,0,226,0.317,0,DQ-01,,98.92,98.28,395.5,False,False,False,False,False
2026-06-11,SITE-06,EHR_TO_EDC,4057,4016,3948,417,1052,98.99,98.31,3,0,0,0,222,0.684,0,DQ-04,,98.86,98.24,446.0,False,False,False,False,False
2026-06-12,SITE-01,EHR_TO_EDC,18456,18232,17910,288,942,98.79,98.23,3,0,0,0,288,0.583,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-12,SITE-02,EHR_TO_EDC,14406,14252,14033,331,1063,98.93,98.46,3,0,0,0,256,0.334,0,DQ-04,,98.84,98.26,307.5,False,False,False,False,False
2026-06-12,SITE-03,EHR_TO_EDC,11079,10979,10762,360,985,99.1,98.02,3,0,0,0,201,0.57,0,DQ-02,,98.93,98.32,349.0,False,False,False,False,False
2026-06-12,SITE-04,EHR_TO_EDC,8796,8690,8555,356,1059,98.79,98.45,3,0,0,0,233,0.438,0,DQ-03,,98.88,98.31,378.0,False,False,False,False,False
2026-06-12,SITE-05,EHR_TO_EDC,5849,5792,5707,428,949,99.03,98.53,3,0,0,0,140,0.461,0,DQ-01,,98.92,98.28,395.5,False,False,False,False,False
2026-06-12,SITE-06,EHR_TO_EDC,4079,4046,3992,448,1052,99.19,98.67,3,0,0,0,175,0.147,0,DQ-02,,98.86,98.24,446.0,False,False,False,False,False
2026-06-13,SITE-01,EHR_TO_EDC,18491,18282,18026,297,962,98.87,98.6,3,0,0,0,308,0.376,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-13,SITE-02,EHR_TO_EDC,14656,14456,14220,318,1023,98.64,98.37,3,0,0,0,201,0.376,0,DQ-01,,98.84,98.26,307.5,False,False,False,False,False
2026-06-13,SITE-03,EHR_TO_EDC,10706,10604,10455,358,1041,99.05,98.59,3,0,0,0,219,0.512,0,DQ-01,,98.93,98.32,349.0,False,False,False,False,False
2026-06-13,SITE-04,EHR_TO_EDC,9558,9463,9308,354,986,99.01,98.36,3,0,0,0,249,0.86,0,DQ-04,,98.88,98.31,378.0,False,False,False,False,False
2026-06-13,SITE-05,EHR_TO_EDC,5200,5136,5067,367,978,98.77,98.66,3,0,0,0,274,0.44,0,DQ-03,,98.92,98.28,395.5,False,False,False,False,False
2026-06-13,SITE-06,EHR_TO_EDC,3243,3203,3142,441,1078,98.77,98.1,3,0,0,0,300,0.579,0,DQ-04,,98.86,98.24,446.0,False,False,False,False,False
2026-06-14,SITE-01,EHR_TO_EDC,19426,19258,18988,299,1079,99.14,98.6,3,0,0,0,224,0.436,0,DQ-03,,98.91,98.34,265.5,False,False,False,False,False
2026-06-14,SITE-02,EHR_TO_EDC,15495,15304,14997,327,1016,98.77,97.99,3,0,0,0,266,0.393,0,DQ-04,,98.84,98.26,307.5,False,False,False,False,False
2026-06-14,SITE-03,EHR_TO_EDC,11864,11739,11528,362,972,98.95,98.2,3,0,0,0,291,0.783,0,DQ-01,,98.93,98.32,349.0,False,False,False,False,False
2026-06-14,SITE-04,EHR_TO_EDC,10220,10105,9930,357,1058,98.87,98.27,3,0,0,0,211,0.335,0,DQ-02,,98.88,98.31,378.0,False,False,False,False,False
2026-06-14,SITE-05,EHR_TO_EDC,6470,6395,6299,382,1080,98.84,98.5,3,0,0,0,225,0.281,0,DQ-01,,98.92,98.28,395.5,False,False,False,False,False
2026-06-14,SITE-06,EHR_TO_EDC,4157,4101,4027,440,969,98.65,98.2,3,0,0,0,230,0.52,0,DQ-02,,98.86,98.24,446.0,False,False,False,False,False
2026-06-15,SITE-01,EHR_TO_EDC,14723,14536,14243,249,981,98.73,97.98,3,0,0,0,216,0.32,0,DQ-02,,98.91,98.34,265.5,False,False,False,False,False
2026-06-15,SITE-02,EHR_TO_EDC,11946,11798,11608,293,1027,98.76,98.39,3,0,0,0,257,0.432,0,DQ-04,,98.84,98.26,307.5,False,False,False,False,False
2026-06-15,SITE-03,EHR_TO_EDC,9292,9173,9039,311,924,98.72,98.54,3,0,0,0,188,0.43,0,DQ-04,,98.93,98.32,349.0,False,False,False,False,False
2026-06-15,SITE-04,EHR_TO_EDC,7022,6957,6815,375,949,99.07,97.96,3,0,0,0,142,1.006,1,DQ-01,DQ-01,98.88,98.31,378.0,False,False,False,False,False
2026-06-15,SITE-05,EHR_TO_EDC,4998,4938,4853,408,968,98.8,98.28,3,0,0,0,203,0.614,0,DQ-04,,98.92,98.28,395.5,False,False,False,False,False
2026-06-15,SITE-06,EHR_TO_EDC,2682,2652,2616,403,1077,98.88,98.64,3,0,0,0,163,0.524,0,DQ-02,,98.86,98.24,446.0,False,False,False,False,False
2026-06-16,SITE-01,EHR_TO_EDC,16017,15801,15577,286,949,98.65,98.58,3,0,0,0,187,0.152,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-16,SITE-02,EHR_TO_EDC,12715,12600,12336,280,944,99.1,97.9,3,0,0,0,229,0.268,0,DQ-04,,98.84,98.26,307.5,False,False,False,False,False
2026-06-16,SITE-03,EHR_TO_EDC,9699,9617,9486,354,1003,99.15,98.64,3,0,0,0,207,0.315,0,DQ-02,,98.93,98.32,349.0,False,False,False,False,False
2026-06-16,SITE-04,EHR_TO_EDC,7946,7860,7735,395,1073,98.92,98.41,3,0,0,0,216,0.31,0,DQ-01,,98.88,98.31,378.0,False,False,False,False,False
2026-06-16,SITE-05,EHR_TO_EDC,4871,4831,4735,370,1024,99.18,98.01,3,0,0,0,307,0.918,0,DQ-03,,98.92,98.28,395.5,False,False,False,False,False
2026-06-16,SITE-06,EHR_TO_EDC,3565,3528,3470,447,1074,98.96,98.36,3,0,0,0,193,0.455,0,DQ-03,,98.86,98.24,446.0,False,False,False,False,False
2026-06-17,SITE-01,EHR_TO_EDC,15968,15831,15584,226,1023,99.14,98.44,3,0,0,0,215,0.391,0,DQ-01,,98.91,98.34,265.5,False,False,False,False,False
2026-06-17,SITE-02,EHR_TO_EDC,8108,7730,7593,744,986,95.34,98.23,3,1,1,3,899,0.148,0,DQ-04,,98.84,98.26,307.5,True,False,True,True,True
2026-06-17,SITE-03,EHR_TO_EDC,9523,9394,9210,315,954,98.65,98.04,3,0,0,0,268,0.227,0,DQ-03,,98.93,98.32,349.0,False,False,False,False,False
2026-06-17,SITE-04,EHR_TO_EDC,8232,8122,7966,377,966,98.66,98.08,3,0,0,0,288,0.303,0,DQ-02,,98.88,98.31,378.0,False,False,False,False,False
2026-06-17,SITE-05,EHR_TO_EDC,5165,5117,5047,388,997,99.07,98.63,3,0,0,0,302,0.477,0,DQ-02,,98.92,98.28,395.5,False,False,False,False,False
2026-06-17,SITE-06,EHR_TO_EDC,3831,3798,3718,445,1079,99.14,97.89,3,0,0,0,276,0.191,0,DQ-03,,98.86,98.24,446.0,False,False,False,False,False
2026-06-18,SITE-01,EHR_TO_EDC,16485,16330,16073,263,1023,99.06,98.43,3,0,0,0,131,0.568,0,DQ-03,,98.91,98.34,265.5,False,False,False,False,False
2026-06-18,SITE-02,EHR_TO_EDC,8453,8080,7949,689,974,95.59,98.38,3,1,1,3,810,0.84,0,DQ-04,,98.84,98.26,307.5,True,False,True,True,True
2026-06-18,SITE-03,EHR_TO_EDC,9622,9501,9375,368,947,98.74,98.67,3,0,0,0,189,0.395,0,DQ-03,,98.93,98.32,349.0,False,False,False,False,False
2026-06-18,SITE-04,EHR_TO_EDC,8382,8302,8160,381,970,99.05,98.29,3,0,0,0,291,0.457,0,DQ-01,,98.88,98.31,378.0,False,False,False,False,False
2026-06-18,SITE-05,EHR_TO_EDC,5862,5801,5713,377,1007,98.96,98.48,3,0,0,0,197,0.821,0,DQ-04,,98.92,98.28,395.5,False,False,False,False,False
2026-06-18,SITE-06,EHR_TO_EDC,4098,4051,3966,453,945,98.85,97.9,3,0,0,0,260,0.433,0,DQ-02,,98.86,98.24,446.0,False,False,False,False,False
2026-06-19,SITE-01,EHR_TO_EDC,18371,18175,17858,234,931,98.93,98.26,3,0,0,0,183,0.552,0,DQ-02,,98.91,98.34,265.5,False,False,False,False,False
2026-06-19,SITE-02,EHR_TO_EDC,8518,8104,7973,700,1046,95.14,98.38,3,1,1,3,887,0.828,0,DQ-04,,98.84,98.26,307.5,True,False,True,True,True
2026-06-19,SITE-03,EHR_TO_EDC,10872,10745,10568,302,1027,98.83,98.35,3,0,0,0,192,0.367,0,DQ-04,,98.93,98.32,349.0,False,False,False,False,False
2026-06-19,SITE-04,EHR_TO_EDC,8758,8660,8522,369,1043,98.88,98.41,3,0,0,0,197,0.472,0,DQ-02,,98.88,98.31,378.0,False,False,False,False,False
2026-06-19,SITE-05,EHR_TO_EDC,6144,6084,5972,401,995,99.02,98.16,3,0,0,0,131,0.325,0,DQ-03,,98.92,98.28,395.5,False,False,False,False,False
2026-06-19,SITE-06,EHR_TO_EDC,3180,3154,3098,431,960,99.18,98.22,3,0,0,0,213,0.928,0,DQ-04,,98.86,98.24,446.0,False,False,False,False,False
2026-06-20,SITE-01,EHR_TO_EDC,18537,18304,18058,274,1021,98.74,98.66,3,0,0,0,166,0.149,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-20,SITE-02,EHR_TO_EDC,8537,8140,8029,720,977,95.35,98.64,3,1,1,3,788,0.786,0,DQ-02,,98.84,98.26,307.5,True,False,True,True,True
2026-06-20,SITE-03,EHR_TO_EDC,11010,10874,10647,327,931,98.76,97.91,3,0,0,0,234,0.58,0,DQ-03,,98.93,98.32,349.0,False,False,False,False,False
2026-06-20,SITE-04,EHR_TO_EDC,9655,9572,9436,389,982,99.14,98.58,3,0,0,0,119,0.304,0,DQ-04,,98.88,98.31,378.0,False,False,False,False,False
2026-06-20,SITE-05,EHR_TO_EDC,6210,6133,6022,371,950,98.76,98.19,3,0,0,0,283,0.2,0,DQ-02,,98.92,98.28,395.5,False,False,False,False,False
2026-06-20,SITE-06,EHR_TO_EDC,3620,3572,3510,445,1013,98.67,98.26,3,0,0,0,220,0.464,0,DQ-01,,98.86,98.24,446.0,False,False,False,False,False
2026-06-21,SITE-01,EHR_TO_EDC,19279,19108,18789,278,1069,99.11,98.33,3,0,0,0,204,0.333,0,DQ-01,,98.91,98.34,265.5,False,False,False,False,False
2026-06-21,SITE-02,EHR_TO_EDC,16393,16220,15903,327,994,98.94,98.05,3,0,0,0,234,0.918,0,DQ-01,,98.84,98.26,307.5,False,False,False,False,False
2026-06-21,SITE-03,EHR_TO_EDC,10802,10700,10517,309,1049,99.06,98.29,3,0,0,0,258,0.499,0,DQ-03,,98.93,98.32,349.0,False,False,False,False,False
2026-06-21,SITE-04,EHR_TO_EDC,10186,10052,9899,365,1064,98.68,98.48,3,0,0,0,280,1.052,1,DQ-02,DQ-02,98.88,98.31,378.0,False,False,False,False,False
2026-06-21,SITE-05,EHR_TO_EDC,6359,6300,6180,400,983,99.07,98.1,3,0,0,0,207,0.373,0,DQ-01,,98.92,98.28,395.5,False,False,False,False,False
2026-06-21,SITE-06,EHR_TO_EDC,4365,4304,4217,425,1080,98.6,97.98,3,0,0,0,256,0.429,0,DQ-01,,98.86,98.24,446.0,False,False,False,False,False
2026-06-22,SITE-01,EHR_TO_EDC,14463,14346,14110,258,929,99.19,98.35,3,0,0,0,319,0.305,0,DQ-02,,98.91,98.34,265.5,False,False,False,False,False
2026-06-22,SITE-02,EHR_TO_EDC,11840,11729,11569,295,961,99.06,98.64,3,0,0,0,145,0.681,0,DQ-01,,98.84,98.26,307.5,False,False,False,False,False
2026-06-22,SITE-03,EHR_TO_EDC,9272,9184,9029,342,973,99.05,98.31,3,0,0,0,257,0.755,0,DQ-02,,98.93,98.32,349.0,False,False,False,False,False
2026-06-22,SITE-04,EHR_TO_EDC,7481,7405,7259,347,950,98.98,98.03,3,0,0,0,214,0.65,0,DQ-02,,98.88,98.31,378.0,False,False,False,False,False
2026-06-22,SITE-05,EHR_TO_EDC,4887,4824,4744,392,986,98.71,98.34,3,0,0,0,248,0.504,0,DQ-04,,98.92,98.28,395.5,False,False,False,False,False
2026-06-22,SITE-06,EHR_TO_EDC,3373,3329,3281,447,1072,98.7,98.56,3,0,0,0,178,0.419,0,DQ-01,,98.86,98.24,446.0,False,False,False,False,False
2026-06-23,SITE-01,EHR_TO_EDC,15653,15500,15245,248,1068,99.02,98.35,3,0,0,0,198,0.79,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-23,SITE-02,EHR_TO_EDC,12388,12254,12087,301,1030,98.92,98.64,3,0,0,0,216,1.146,1,DQ-01,DQ-01,98.84,98.26,307.5,False,False,False,False,False
2026-06-23,SITE-03,EHR_TO_EDC,9754,9642,9493,354,922,98.85,98.45,3,0,0,0,213,1.026,1,DQ-04,DQ-04,98.93,98.32,349.0,False,False,False,False,False
2026-06-23,SITE-04,EHR_TO_EDC,7338,7265,7130,340,1003,99.01,98.14,3,0,0,0,272,0.659,0,DQ-04,,98.88,98.31,378.0,False,False,False,False,False
2026-06-23,SITE-05,EHR_TO_EDC,4755,4691,4616,393,1003,98.65,98.4,3,0,0,0,192,0.652,0,DQ-04,,98.92,98.28,395.5,False,False,False,False,False
2026-06-23,SITE-06,EHR_TO_EDC,3434,3387,3323,441,1072,98.63,98.11,3,0,0,0,220,0.263,0,DQ-01,,98.86,98.24,446.0,False,False,False,False,False
2026-06-24,SITE-01,EHR_TO_EDC,16219,16046,15778,264,1022,98.93,98.33,3,0,0,0,155,0.379,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-24,SITE-02,EHR_TO_EDC,13800,13669,13400,306,1013,99.05,98.03,3,0,0,0,196,0.21,0,DQ-04,,98.84,98.26,307.5,False,False,False,False,False
2026-06-24,SITE-03,EHR_TO_EDC,10380,10272,10073,344,1064,98.96,98.06,3,0,0,0,246,0.219,0,DQ-01,,98.93,98.32,349.0,False,False,False,False,False
2026-06-24,SITE-04,EHR_TO_EDC,8289,8183,8066,399,1064,98.72,98.57,3,0,0,0,187,0.8,0,DQ-01,,98.88,98.31,378.0,False,False,False,False,False
2026-06-24,SITE-05,EHR_TO_EDC,4691,4648,4554,423,925,99.08,97.98,3,0,0,0,246,0.27,0,DQ-02,,98.92,98.28,395.5,False,False,False,False,False
2026-06-24,SITE-06,EHR_TO_EDC,3246,3209,3163,469,925,98.86,98.57,3,0,0,0,295,0.365,0,DQ-03,,98.86,98.24,446.0,False,False,False,False,False
2026-06-25,SITE-01,EHR_TO_EDC,17702,17470,17233,279,998,98.69,98.64,3,0,0,0,222,0.49,0,DQ-04,,98.91,98.34,265.5,False,False,False,False,False
2026-06-25,SITE-02,EHR_TO_EDC,14430,14307,14089,270,1000,99.15,98.48,3,0,0,0,220,0.369,0,DQ-01,,98.84,98.26,307.5,False,False,False,False,False
2026-06-25,SITE-03,EHR_TO_EDC,9577,9498,9367,313,1028,99.18,98.62,3,0,0,0,229,0.777,0,DQ-03,,98.93,98.32,349.0,False,False,False,False,False
2026-06-25,SITE-04,EHR_TO_EDC,8368,8265,8106,392,1006,98.77,98.08,3,0,0,0,190,0.671,0,DQ-04,,98.88,98.31,378.0,False,False,False,False,False
2026-06-25,SITE-05,EHR_TO_EDC,5482,5425,5319,408,954,98.96,98.05,3,0,0,0,146,0.17,0,DQ-04,,98.92,98.28,395.5,False,False,False,False,False
